Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Corey Perry,47,2013,27,ANA,RW,44,15,21,36,10,72,4.6,10,5,0,5,15,5,1,128,11.7,839,19:04,18,49,6,23,20.7,perryco01
James Neal,48,2013,25,PIT,LW,40,21,15,36,5,26,5.2,12,9,0,6,8,7,0,136,15.4,699,17:28,17,56,1,5,16.7,nealja01
Brad Boyes,49,2013,30,NYI,C,48,10,25,35,-6,16,3.2,9,1,0,1,13,12,0,97,10.3,874,18:13,20,44,4,12,25.0,boyesbr01
Tomáš Fleischmann,50,2013,28,FLA,LW,48,12,23,35,-10,16,3.6,9,2,1,2,12,11,0,121,9.9,899,18:44,10,29,10,10,50.0,fleisto01
Michael Ryder,51,2013,32,TOT,RW,46,16,19,35,2,16,4.4,8,8,0,5,10,9,0,101,15.8,738,16:03,16,35,3,6,33.3,rydermi01
Jaromír Jágr,52,2013,40,TOT,RW,45,16,19,35,-2,22,4.1,10,6,0,4,14,5,0,115,13.9,825,18:20,10,13,0,1,0.0,jagrja01
Cody Hodgson,53,2013,22,BUF,C,48,15,19,34,-4,20,3.7,11,3,1,1,16,2,1,114,13.2,883,18:24,24,21,380,432,46.8,hodgsco01
Jason Pominville,54,2013,30,TOT,RW,47,14,20,34,1,8,3.7,11,2,1,2,13,7,0,118,11.9,948,20:11,35,21,51,54,48.6,pominja01
Brad Richards,55,2013,32,NYR,C,46,11,23,34,8,14,4.0,8,3,0,1,17,6,0,110,10.0,865,18:49,43,25,391,382,50.6,richabr01
Jeff Carter,56,2013,28,LAK,C,48,26,7,33,0,16,5.2,18,8,0,8,5,2,0,133,19.5,844,17:35,23,25,202,182,52.6,carteje01
Evander Kane,57,2013,21,WPG,C,48,17,16,33,-3,80,3.7,15,2,0,4,14,2,0,190,8.9,982,20:27,22,147,13,20,39.4,kaneev01
Justin Williams,58,2013,31,LAK,RW,48,11,22,33,15,22,4.2,10,1,0,3,17,5,0,142,7.7,816,16:59,12,29,2,4,33.3,williju01
Troy Brouwer,59,2013,27,WSH,RW,47,19,14,33,-5,28,3.9,11,7,1,5,5,9,0,111,17.1,871,18:32,23,108,111,121,47.8,brouwtr01
David Krejčí,60,2013,26,BOS,C,47,10,23,33,1,20,3.4,10,0,0,5,16,7,0,93,10.8,870,18:30,27,41,361,293,55.2,krejcda01
Tomáš Plekanec,61,2013,30,MTL,C,47,14,19,33,3,24,3.6,10,4,0,2,8,11,0,133,10.5,903,19:13,17,25,485,475,50.5,plekato01
Jarome Iginla*,62,2013,35,TOT,RW,44,14,19,33,-5,31,3.6,8,6,0,3,13,6,0,134,10.4,828,18:49,13,65,123,124,49.8,iginlja01
Jamie Benn,63,2013,23,DAL,LW,41,12,21,33,-12,40,3.0,9,3,0,3,14,7,0,110,10.9,816,19:55,32,71,327,382,46.1,bennja01
Evgeni Malkin,64,2013,26,PIT,C,31,9,24,33,5,36,3.7,5,4,0,3,10,14,0,99,9.1,611,19:42,11,12,195,218,47.2,malkiev01
Bryan Little,65,2013,25,WPG,C,48,7,25,32,8,4,3.0,5,2,0,2,21,3,1,84,8.3,950,19:48,19,32,431,411,51.2,littlbr01
Mike Richards,66,2013,27,LAK,C,48,12,20,32,-8,42,3.3,6,6,0,3,11,9,0,82,14.6,785,16:21,19,58,216,225,49.0,richami02
Tyler Seguin,67,2013,21,BOS,C,48,16,16,32,23,16,5.0,12,4,0,2,14,2,0,161,9.9,817,17:01,6,25,22,23,48.9,seguity01
Ryan Suter,68,2013,28,MIN,D,48,4,28,32,2,24,6.0,1,3,0,1,16,12,0,91,4.4,1309,27:17,74,33,0,0,,suterry01
James van Riemsdyk,69,2013,23,TOR,LW,48,18,14,32,-7,26,3.6,13,5,0,3,13,1,0,140,12.9,922,19:12,15,55,24,19,55.8,vanrija01
Lee Stempniak,70,2013,29,CGY,RW,47,9,23,32,2,12,3.3,5,4,0,2,17,2,4,113,8.0,842,17:54,17,47,3,20,13.0,stemple01
Wayne Simmonds,71,2013,24,PHI,RW,45,15,17,32,-7,82,3.9,9,6,0,4,7,10,0,110,13.6,704,15:38,16,72,2,1,66.7,simmowa01
Mike Cammalleri,72,2013,30,CGY,C,44,13,19,32,-15,25,3.1,8,5,0,3,9,10,0,102,12.7,794,18:03,9,20,253,243,51.0,cammami01
Patrice Bergeron,73,2013,27,BOS,C,42,10,22,32,24,18,4.3,8,2,0,3,19,2,1,125,8.0,810,19:18,25,28,549,335,62.1,bergepa01
Vincent Lecavalier,74,2013,32,TBL,C,39,10,22,32,-5,29,3.0,5,5,0,0,18,4,0,86,11.6,697,17:53,13,74,404,338,54.4,lecavvi01
Jonathan Huberdeau,75,2013,19,FLA,C,48,14,17,31,-15,18,3.3,12,2,0,1,10,7,0,112,12.5,813,16:56,19,33,11,22,33.3,huberjo01
Patrick Marleau,76,2013,33,SJS,C,48,17,14,31,-2,24,4.1,10,6,1,3,6,8,0,150,11.3,917,19:07,13,38,71,79,47.3,marlepa01
Joe Pavelski,77,2013,28,SJS,C,48,16,15,31,2,10,4.2,11,5,0,5,8,6,1,130,12.3,908,18:55,44,48,342,318,51.8,paveljo01
Jordan Staal,78,2013,24,CAR,C,48,10,21,31,-18,32,2.1,9,1,0,1,14,6,1,114,8.8,965,20:06,20,105,458,456,50.1,staaljo01
Nail Yakupov,79,2013,19,EDM,RW,48,17,14,31,-4,24,4.0,11,6,0,2,10,4,0,81,21.0,699,14:34,14,41,0,6,0.0,yakupna01
Tyler Ennis,80,2013,23,BUF,C,47,10,21,31,-14,16,2.5,8,2,0,0,9,12,0,108,9.3,840,17:53,25,28,158,219,41.9,ennisty01
Ryan Callahan,81,2013,27,NYR,RW,45,16,15,31,9,12,4.1,8,6,2,4,12,2,1,144,11.1,968,21:31,66,154,14,16,46.7,callary01
Johan Franzén,82,2013,33,DET,C,41,14,17,31,13,41,4.4,8,6,0,1,11,6,0,116,12.1,742,18:05,17,43,30,32,48.4,franzjo01
Marián Hossa*,83,2013,34,CHI,RW,40,17,14,31,20,16,5.0,12,4,1,6,11,2,1,116,14.7,722,18:02,13,12,1,2,33.3,hossama01
Ilya Kovalchuk,84,2013,29,NJD,LW,37,11,20,31,-6,18,3.3,5,2,4,5,8,12,0,123,8.9,915,24:44,12,13,7,15,31.8,kovalil01
Andrei Markov,85,2013,34,MTL,D,48,10,20,30,-9,14,4.5,2,8,0,4,5,15,0,79,12.7,1158,24:08,60,22,0,0,,markoan01
Václav Prospal,86,2013,37,CBJ,C,48,12,18,30,3,32,3.5,8,4,0,2,15,3,0,85,14.1,793,16:32,18,37,4,5,44.4,prospva01
Keith Yandle,87,2013,26,PHX,D,48,10,20,30,4,54,5.6,5,5,0,3,15,5,0,130,7.7,1068,22:15,40,18,0,0,,yandlke01
Lars Eller,88,2013,23,MTL,C,46,8,22,30,8,45,3.3,7,1,0,1,18,4,0,84,9.5,682,14:50,33,86,267,275,49.3,ellerla01
Bobby Ryan,89,2013,25,ANA,RW,46,11,19,30,3,17,3.3,9,2,0,1,15,4,0,101,10.9,763,16:35,29,80,25,56,30.9,ryanbo01
Loui Eriksson,90,2013,27,DAL,LW,48,12,17,29,-9,8,2.4,9,2,1,3,9,8,0,104,11.5,966,20:07,18,6,9,25,26.5,erikslo01
Niklas Kronwall,91,2013,32,DET,D,48,5,24,29,-5,44,4.8,3,2,0,2,10,14,0,67,7.5,1169,24:22,83,42,0,0,,kronwni01
Frans Nielsen,92,2013,28,NYI,C,48,6,23,29,-3,12,2.3,3,2,1,1,15,8,0,93,6.5,865,18:01,47,23,268,290,48.0,nielsfr01
Kyle Turris,93,2013,23,OTT,C,48,12,17,29,6,24,3.4,9,3,0,2,11,6,0,118,10.2,943,19:38,20,30,451,469,49.0,turriky01
Derick Brassard,94,2013,25,TOT,C,47,12,17,29,1,16,3.4,9,3,0,1,9,8,0,88,13.6,778,16:33,8,83,215,231,48.2,brassde01
Cory Conacher,95,2013,23,TOT,LW,47,11,18,29,3,20,3.3,10,1,0,3,15,3,0,67,16.4,657,13:58,9,39,4,11,26.7,conacco01
Dustin Brown,96,2013,28,LAK,RW,46,18,11,29,6,22,4.1,10,8,0,1,6,5,0,142,12.7,897,19:30,8,156,15,26,36.6,browndu01
Cody Franson,97,2013,25,TOR,D,45,4,25,29,4,8,4.6,1,3,0,0,15,10,0,70,5.7,845,18:47,59,124,0,0,,fransco01
Kimmo Timonen,98,2013,37,PHI,D,45,5,24,29,3,36,5.2,2,3,0,1,10,14,0,78,6.4,979,21:46,79,31,0,0,,timonki01
Ray Whitney,99,2013,40,DAL,LW,32,11,18,29,1,4,3.4,7,4,0,1,10,8,0,62,17.7,621,19:24,14,10,16,35,31.4,whitnra01
David Backes,100,2013,28,STL,RW,48,6,22,28,5,62,2.6,5,1,0,1,17,4,1,100,6.0,941,19:37,41,158,477,435,52.3,backeda01
David Desharnais,101,2013,26,MTL,C,48,10,18,28,-2,26,2.6,8,2,0,3,13,5,0,66,15.2,790,16:28,18,26,382,382,50.0,deshada01
Dion Phaneuf,102,2013,27,TOR,D,48,9,19,28,-4,65,4.6,6,3,0,1,6,13,0,88,10.2,1209,25:11,91,131,0,0,,phanedi01
Shea Weber,103,2013,27,NSH,D,48,9,19,28,-2,48,5.3,6,3,0,1,10,9,0,124,7.3,1244,25:55,90,112,0,0,,webersh01
Tyler Bozak,104,2013,26,TOR,C,46,12,16,28,-1,6,2.7,7,4,1,3,11,5,0,61,19.7,934,20:19,23,65,559,504,52.6,bozakty01
Brendan Gallagher,105,2013,20,MTL,RW,44,15,13,28,10,33,4.0,12,3,0,3,12,1,0,117,12.8,610,13:52,33,44,8,17,32.0,gallabr01
Dustin Byfuglien,106,2013,27,WPG,D,43,8,20,28,-1,34,4.7,4,4,0,2,14,6,0,142,5.6,1049,24:24,47,80,0,0,,byfugdu01
Derek Roy,107,2013,29,TOT,C,42,7,21,28,4,6,2.7,5,2,0,1,14,6,1,85,8.2,781,18:36,30,15,295,352,45.6,royde01
Radim Vrbata,108,2013,31,PHX,RW,34,12,16,28,6,14,3.6,9,2,1,1,6,10,0,106,11.3,623,18:19,14,26,10,22,31.3,vrbatra01
Brian Campbell,109,2013,33,FLA,D,48,8,19,27,-22,12,3.9,2,6,0,2,8,11,0,70,11.4,1268,26:25,65,14,0,0,,campbbr02
Shane Doan,110,2013,36,PHX,RW,48,13,14,27,6,37,3.1,13,0,0,2,11,3,0,129,10.1,867,18:03,10,118,4,11,26.7,doansh01
Alex Galchenyuk,111,2013,18,MTL,C,48,9,18,27,14,20,3.5,9,0,0,2,17,1,0,79,11.4,591,12:19,25,23,59,79,42.8,galchal01
Justin Schultz,112,2013,22,EDM,D,48,8,19,27,-17,8,3.5,4,4,0,3,8,11,0,85,9.4,1030,21:27,35,15,0,1,0.0,schulju01
Devin Setoguchi,113,2013,26,MIN,RW,48,13,14,27,5,20,3.6,8,5,0,3,13,1,0,97,13.4,693,14:26,19,92,7,10,41.2,setogde01
Mark Streit,114,2013,35,NYI,D,48,6,21,27,-14,22,3.4,3,3,0,1,13,8,0,83,7.2,1121,23:21,86,34,0,0,,streima01
Marián Gáborík,115,2013,30,TOT,RW,47,12,15,27,-3,14,2.9,11,1,0,5,7,8,0,151,7.9,870,18:31,18,21,1,2,33.3,gaborma01
Alex Goligoski,116,2013,27,DAL,D,47,3,24,27,4,18,4.4,3,0,0,0,12,11,1,80,3.8,1052,22:23,66,56,0,0,,goligal01
Jannik Hansen,117,2013,26,VAN,LW,47,10,17,27,12,8,3.3,9,1,0,2,15,2,0,99,10.1,825,17:33,10,55,3,28,9.7,hanseja01
Duncan Keith,118,2013,29,CHI,D,47,3,24,27,16,31,5.5,1,2,0,0,15,8,1,91,3.3,1133,24:07,66,19,0,0,,keithdu01
Saku Koivu,119,2013,38,ANA,C,47,8,19,27,4,18,2.6,4,4,0,0,15,4,0,55,14.5,827,17:36,15,31,437,414,51.4,koivusa01
Tomáš Kopecký,120,2013,30,FLA,RW,47,15,12,27,-8,28,3.3,10,4,1,0,7,5,0,92,16.3,831,17:41,25,23,42,44,48.8,kopecto01
Mark Letestu,121,2013,27,CBJ,C,46,13,14,27,7,10,3.5,8,3,2,2,12,2,0,92,14.1,760,16:31,12,36,244,243,50.1,letesma01
Milan Lucic,122,2013,24,BOS,LW,46,7,20,27,8,75,2.8,7,0,0,0,18,2,0,79,8.9,778,16:55,16,139,17,18,48.6,lucicmi01
Brandon Saad,123,2013,20,CHI,LW,46,10,17,27,17,12,3.5,9,0,1,2,14,3,0,98,10.2,757,16:28,12,41,17,29,37.0,saadbr01
Sergei Gonchar,124,2013,38,OTT,D,45,3,24,27,4,26,5.3,1,2,0,3,14,10,0,85,3.5,1080,24:00,65,25,0,0,,gonchse01
Matt Cullen,125,2013,36,MIN,C,42,7,20,27,9,10,3.1,7,0,0,0,16,4,0,79,8.9,667,15:53,18,18,245,203,54.7,cullema01
Jiří Hudler,126,2013,29,CGY,C,42,10,17,27,-13,22,2.4,5,5,0,0,14,3,0,56,17.9,721,17:10,5,16,10,21,32.3,hudleji01
Alexander Steen,127,2013,28,STL,C,40,8,19,27,5,14,3.0,5,3,0,3,13,6,0,129,6.2,760,19:00,22,28,94,110,46.1,steenal01
Alex Tanguay,128,2013,33,CGY,LW,40,11,16,27,-13,22,2.4,8,2,1,1,9,7,0,44,25.0,774,19:22,28,24,68,105,39.3,tangual01
Mikkel Bødker,129,2013,23,PHX,LW,48,7,19,26,0,12,2.0,4,3,0,2,15,4,0,83,8.4,887,18:29,17,77,1,10,9.1,boedkmi01
Brian Gionta,130,2013,34,MTL,RW,48,14,12,26,3,8,2.9,9,5,0,3,10,2,0,112,12.5,870,18:07,23,37,14,28,33.3,giontbr01
Daniel Alfredsson*,131,2013,40,OTT,RW,47,10,16,26,1,33,2.7,7,3,0,2,7,8,1,101,9.9,909,19:21,30,28,16,22,42.1,alfreda01
Brayden Schenn,132,2013,21,PHI,C,47,8,18,26,-8,24,2.3,6,2,0,0,10,8,0,79,10.1,730,15:32,22,109,206,247,45.5,schenbr01
Damien Brunner,133,2013,26,DET,C,44,12,14,26,-6,12,2.9,9,3,0,1,7,7,0,123,9.8,686,15:35,2,20,2,3,40.0,brunnda01
Curtis Glencross,134,2013,30,CGY,LW,40,15,11,26,-8,18,3.0,11,3,1,3,8,3,0,92,16.3,729,18:14,14,49,20,26,43.5,glenccu01
Mike Green,135,2013,27,WSH,D,35,12,14,26,-3,20,4.5,8,4,0,2,4,10,0,96,12.5,870,24:51,61,36,0,0,,greenmi03
Patrik Berglund,136,2013,24,STL,C,48,17,8,25,-2,12,3.4,10,5,2,3,7,1,0,74,23.0,808,16:50,24,53,279,324,46.3,berglpa01
David Legwand,137,2013,32,NSH,C,48,12,13,25,-6,20,2.4,10,2,0,2,11,2,0,78,15.4,884,18:26,20,20,362,359,50.2,legwada01
David Perron,138,2013,24,STL,LW,48,10,15,25,0,44,2.6,8,2,0,2,11,4,0,84,11.9,864,18:00,11,48,8,14,36.4,perroda01
Slava Voynov,139,2013,23,LAK,D,48,6,19,25,5,14,5.1,5,1,0,2,12,7,0,79,7.6,1071,22:18,48,83,2,0,100.0,voynovi01
Brenden Morrow,140,2013,34,TOT,LW,44,12,13,25,-3,37,2.8,10,2,0,2,11,2,0,55,21.8,654,14:52,20,85,13,11,54.2,morrobr01
François Beauchemin,141,2013,32,ANA,D,48,6,18,24,19,22,5.8,5,1,0,0,11,7,0,74,8.1,1126,23:27,111,81,0,0,,beaucfr01
David Clarkson,142,2013,28,NJD,RW,48,15,9,24,-6,78,3.1,9,6,0,5,7,2,0,180,8.3,844,17:36,6,84,6,19,24.0,clarkda03
Cody Eakin,143,2013,21,DAL,C,48,7,17,24,1,31,2.2,4,3,0,1,17,0,0,67,10.4,724,15:05,29,71,304,322,48.6,eakinco01
Oliver Ekman-Larsson,144,2013,21,PHX,D,48,3,21,24,5,26,4.3,3,0,0,1,13,8,0,101,3.0,1205,25:06,40,73,0,0,,ekmanol01
Carl Hagelin,145,2013,24,NYR,LW,48,10,14,24,10,18,2.9,9,1,0,1,14,0,0,132,7.6,831,17:18,28,49,7,10,41.2,hagelca01
Kyle Okposo,146,2013,24,NYI,RW,48,4,20,24,-2,38,1.6,4,0,0,0,17,3,0,101,4.0,814,16:57,21,48,104,82,55.9,okposky01
Steve Ott,147,2013,30,BUF,C,48,9,15,24,3,93,2.2,7,2,0,3,12,1,2,73,12.3,891,18:33,21,187,298,237,55.7,ottst01
Alexandre Burrows,148,2013,31,VAN,LW,47,13,11,24,15,54,3.4,12,1,0,2,9,2,0,140,9.3,889,18:54,15,52,48,60,44.4,burroal01
Dan Hamhuis,149,2013,30,VAN,D,47,4,20,24,9,12,5.0,3,0,1,0,14,6,0,61,6.6,1099,23:23,63,47,0,0,,hamhuda01
Alex Pietrangelo,150,2013,23,STL,D,47,5,19,24,0,10,4.9,3,2,0,0,14,4,1,93,5.4,1180,25:07,101,24,0,0,,pietral01
Teemu Selänne*,151,2013,42,ANA,RW,46,12,12,24,-10,28,2.3,9,3,0,1,8,4,0,96,12.5,722,15:42,10,8,85,83,50.6,selante01
Martin Erat,152,2013,31,TOT,LW,45,5,19,24,-7,30,1.6,4,1,0,2,12,7,0,69,7.2,806,17:55,12,48,32,30,51.6,eratma01
Matt Read,153,2013,26,PHI,RW,42,11,13,24,1,2,2.8,10,1,0,2,11,2,0,72,15.3,757,18:01,32,49,14,34,29.2,readma01
Jeff Skinner,154,2013,20,CAR,RW,42,13,11,24,-21,26,1.9,8,5,0,0,7,4,0,159,8.2,775,18:28,11,21,21,23,47.7,skinnje01
Ryan Nugent-Hopkins,155,2013,19,EDM,C,40,4,20,24,3,8,2.0,2,2,0,0,11,9,0,78,5.1,755,18:52,27,27,226,325,41.0,nugenry01
Paul Stastny,156,2013,27,COL,C,40,9,15,24,-7,14,2.1,7,2,0,1,7,8,0,87,10.3,774,19:21,29,21,409,372,52.4,stastpa01
Bryan Bickell,157,2013,26,CHI,LW,48,9,14,23,12,25,3.0,9,0,0,2,14,0,0,82,11.0,615,12:48,13,108,2,4,33.3,bickebr01
Andrew Cogliano,158,2013,25,ANA,C,48,13,10,23,14,6,3.3,11,0,2,1,10,0,0,79,16.5,738,15:22,24,40,32,60,34.8,coglian01
Nikolai Kulemin,159,2013,26,TOR,LW,48,7,16,23,-5,22,1.7,7,0,0,0,16,0,0,72,9.7,803,16:44,47,122,10,10,50.0,kulemni01
Kevin Shattenkirk,160,2013,24,STL,D,48,5,18,23,2,20,4.7,3,2,0,0,11,7,0,84,6.0,1022,21:18,59,55,0,0,,shattke01
Viktor Stålberg,161,2013,27,CHI,LW,47,9,14,23,16,25,3.1,9,0,0,1,12,2,0,113,8.0,664,14:07,14,43,0,1,0.0,stalbvi01
Matt Stajan,162,2013,29,CGY,C,43,5,18,23,7,26,2.2,5,0,0,1,18,0,0,44,11.4,738,17:10,30,47,356,414,46.2,stajama01
Martin Hanzal,163,2013,25,PHX,C,39,11,12,23,2,24,2.5,7,4,0,2,8,3,1,93,11.8,723,18:32,17,100,298,339,46.8,hanzama01
Paul Martin,164,2013,31,PIT,D,34,6,17,23,14,16,4.6,4,2,0,1,10,7,0,38,15.8,861,25:20,50,17,0,0,,martipa01
Matt Carle,165,2013,28,TBL,D,48,5,17,22,1,4,3.4,3,2,0,0,14,3,0,66,7.6,1140,23:45,87,32,0,0,,carlema01
John Carlson,166,2013,23,WSH,D,48,6,16,22,11,18,4.7,6,0,0,0,11,5,0,97,6.2,1105,23:01,123,59,1,0,100.0,carlsjo01
Drew Doughty,167,2013,23,LAK,D,48,6,16,22,4,36,4.9,3,3,0,0,9,7,0,114,5.3,1267,26:24,46,128,0,0,,doughdr01
Fedor Tyutin,168,2013,29,CBJ,D,48,4,18,22,9,28,5.0,4,0,0,1,12,5,1,56,7.1,1157,24:06,58,58,1,0,100.0,tyutife01
Jay Bouwmeester,169,2013,29,TOT,D,47,7,15,22,-6,22,4.0,6,1,0,0,7,6,2,79,8.9,1158,24:38,61,41,0,0,,bouwmja01
Christian Ehrhoff,170,2013,30,BUF,D,47,5,17,22,6,34,4.3,4,1,0,2,9,8,0,102,4.9,1184,25:11,81,38,0,0,,ehrhoch01
Jamie McGinn,171,2013,24,COL,LW,47,11,11,22,-13,26,1.7,8,3,0,2,7,4,0,128,8.6,812,17:17,16,82,3,3,50.0,mcginja01
Mason Raymond,172,2013,27,VAN,LW,46,10,12,22,2,16,2.5,6,4,0,1,10,2,0,79,12.7,728,15:49,8,18,17,33,34.0,raymoma01
Dennis Wideman,173,2013,29,CGY,D,46,6,16,22,-9,12,3.5,2,4,0,1,6,9,1,94,6.4,1151,25:01,100,40,0,1,0.0,widemde01
Alexander Edler,174,2013,26,VAN,D,45,8,14,22,-5,37,4.0,3,5,0,0,9,5,0,113,7.1,1073,23:51,81,77,1,0,100.0,edleral01
Nathan Horton,175,2013,27,BOS,C,43,13,9,22,1,22,2.7,13,0,0,1,8,1,0,114,11.4,725,16:51,10,41,5,5,50.0,hortona01
Jussi Jokinen,176,2013,29,TOT,LW,43,13,9,22,-5,24,2.5,10,3,0,3,5,4,0,74,17.6,664,15:26,22,17,250,182,57.9,jokinju01
Marcus Johansson,177,2013,22,WSH,C,34,6,16,22,3,4,2.2,3,3,0,1,14,1,1,40,15.0,564,16:35,6,14,40,47,46.0,johanma03
Matt Cooke,178,2013,34,PIT,LW,48,8,13,21,-2,36,1.7,8,0,0,1,13,0,0,61,13.1,706,14:43,41,97,3,11,21.4,cookema01
Shawn Matthias,179,2013,24,FLA,C,48,14,7,21,-8,16,2.6,11,2,1,1,6,1,0,106,13.2,729,15:11,21,66,153,194,44.1,matthsh01
Antoine Vermette,180,2013,30,PHX,C,48,13,8,21,-3,36,2.0,10,3,0,3,8,0,0,91,14.3,876,18:15,35,63,482,357,57.4,vermean01
Michael Del Zotto,181,2013,22,NYR,D,46,3,18,21,6,18,4.2,2,0,1,0,10,8,0,81,3.7,1066,23:10,64,77,0,0,,delzomi01
Michael Grabner,182,2013,25,NYI,RW,45,16,5,21,4,12,3.1,13,2,1,3,4,1,0,108,14.8,666,14:48,19,16,10,12,45.5,grabnmi01
Kyle Palmieri,183,2013,21,ANA,C,42,10,11,21,2,9,2.6,8,2,0,5,10,1,0,92,10.9,518,12:20,10,48,1,11,8.3,palmiky01
Mike Fisher,184,2013,32,NSH,C,38,10,11,21,6,27,2.5,9,1,0,0,6,5,0,68,14.7,740,19:28,46,67,275,288,48.8,fishemi01
Andy McDonald,185,2013,35,STL,C,37,7,14,21,-2,16,2.1,6,1,0,2,8,6,0,86,8.1,638,17:15,13,10,95,103,48.0,mcdonan01
Dany Heatley,186,2013,32,MIN,RW,36,11,10,21,-12,8,2.0,8,3,0,1,6,4,0,83,13.3,667,18:32,22,26,12,19,38.7,heatlda01
Travis Zajac,187,2013,27,NJD,C,48,7,13,20,-5,22,1.6,5,1,1,1,10,3,0,82,8.5,938,19:32,10,33,506,375,57.4,zajactr01
John Mitchell,188,2013,28,COL,C,47,10,10,20,5,18,2.2,9,1,0,1,8,2,0,72,13.9,787,16:45,43,99,171,173,49.7,mitchjo01
Brent Seabrook,189,2013,27,CHI,D,47,8,12,20,12,23,4.8,5,3,0,1,8,4,0,65,12.3,1034,22:00,103,106,0,0,,seabrbr01
Dan Boyle,190,2013,36,SJS,D,46,7,13,20,3,27,4.9,2,5,0,0,4,8,1,97,7.2,1049,22:48,81,29,0,0,,boyleda01
Dave Moss,191,2013,31,PHX,LW,45,5,15,20,3,21,1.6,3,1,1,0,14,1,0,82,6.1,700,15:33,34,73,9,22,29.0,mossda01
Victor Hedman,192,2013,22,TBL,D,44,4,16,20,1,31,3.0,4,0,0,0,14,2,0,76,5.3,997,22:40,84,56,0,0,,hedmavi01
Pierre-Marc Bouchard,193,2013,28,MIN,C,43,8,12,20,3,8,2.3,8,0,0,2,10,2,0,71,11.3,600,13:57,6,12,1,6,14.3,bouchpi02
Mika Zibanejad,194,2013,19,OTT,C,42,7,13,20,9,6,2.5,4,3,0,0,12,1,0,90,7.8,570,13:34,19,82,159,184,46.4,zibanmi01
Clarke MacArthur,195,2013,27,TOR,LW,40,8,12,20,3,26,2.2,6,2,0,1,10,2,0,62,12.9,596,14:55,15,44,5,1,83.3,macarcl01
Joel Ward,196,2013,32,WSH,RW,39,8,12,20,7,12,2.3,6,1,1,1,10,2,0,52,15.4,590,15:08,28,37,38,27,58.5,wardjo02
Aleš Hemský,197,2013,29,EDM,RW,38,9,11,20,-6,16,2.0,4,5,0,1,7,4,0,82,11.0,597,15:42,9,11,12,12,50.0,hemskal01
Benoît Pouliot,198,2013,26,TBL,LW,34,8,12,20,8,15,2.5,8,0,0,1,9,3,0,60,13.3,450,13:14,6,35,10,21,32.3,poulibe01
Brent Burns,199,2013,27,SJS,D,30,9,11,20,0,20,4.0,7,2,0,0,10,1,0,81,11.1,488,16:17,13,54,4,9,30.8,burnsbr01
T.J. Oshie,200,2013,26,STL,C,30,7,13,20,-5,15,2.0,4,2,1,1,4,8,1,65,10.8,573,19:06,24,33,5,8,38.5,oshietj01
Brandon Dubinsky,201,2013,26,CBJ,C,29,2,18,20,2,76,1.7,1,1,0,0,11,6,1,50,4.0,534,18:24,17,64,256,183,58.3,dubinbr01
Ryan O'Reilly,202,2013,21,COL,C,29,6,14,20,-3,4,1.9,3,3,0,0,11,3,0,66,9.1,537,18:30,14,7,241,215,52.9,oreilry01
Patrick Sharp,203,2013,31,CHI,C,28,6,14,20,8,14,2.3,5,1,0,1,8,6,0,88,6.8,527,18:50,12,26,40,22,64.5,sharppa01
Zdeno Chára,204,2013,35,BOS,D,48,7,12,19,14,70,5.2,4,3,0,2,10,1,1,119,5.9,1197,24:56,64,101,0,1,0.0,charazd01
Jakob Silfverberg,205,2013,22,OTT,RW,48,10,9,19,9,12,2.4,7,2,1,2,8,1,0,134,7.5,779,16:14,13,38,5,8,38.5,silfvja01
Vladimír Sobotka,206,2013,25,STL,C,48,8,11,19,-4,35,1.8,7,1,0,2,8,3,0,69,11.6,742,15:27,16,98,286,220,56.5,sobotvl01
Brandon Sutter,207,2013,23,PIT,C,48,11,8,19,3,4,1.9,8,3,0,5,7,1,0,82,13.4,788,16:24,32,30,382,379,50.2,suttebr03
Daniel Winnik,208,2013,27,ANA,C,48,6,13,19,13,16,1.9,6,0,0,1,13,0,0,95,6.3,808,16:50,37,63,16,37,30.2,winnida01
Marek Židlický,209,2013,35,NJD,D,48,4,15,19,-12,38,3.0,3,1,0,0,5,10,0,101,4.0,1008,21:00,42,52,0,0,,zidlima01
Colin Greening,210,2013,26,OTT,C,47,8,11,19,5,11,2.2,6,2,0,2,9,2,0,80,10.0,692,14:44,24,122,22,25,46.8,greenco01
Ryan McDonagh,211,2013,23,NYR,D,47,4,15,19,13,22,4.7,4,0,0,1,13,1,1,83,4.8,1145,24:21,78,69,0,1,0.0,mcdonry01
Nick Foligno,212,2013,25,CBJ,LW,45,6,13,19,6,28,1.8,5,1,0,2,11,2,0,69,8.7,744,16:31,33,99,3,6,33.3,foligni01
Jack Johnson,213,2013,26,CBJ,D,44,5,14,19,-5,12,3.6,2,3,0,1,9,5,0,96,5.2,1143,25:58,90,66,0,0,,johnsja02
Marcel Goc,214,2013,29,FLA,C,42,9,10,19,-6,8,1.8,5,4,0,1,8,2,0,92,9.8,767,18:16,20,73,410,376,52.2,gocma01
Patrick Wiercioch,215,2013,22,OTT,D,42,5,14,19,9,39,4.4,2,3,0,0,7,7,0,81,6.2,659,15:42,29,28,0,0,,wiercpa01
